17.08.2023|747.59|4379|903.6|14:52:57|47.0|15:50:31
18.08.2023|753.71|6120|807.6|13:43:52|52.4|14:53:43
19.08.2023|758.23|4522|837.6|12:22:19|46.8|12:24:43
20.08.2023|763.29|5001|815.9|20:09:38|40.9|20:13:02
21.08.2023|769.23|5939|884.5|14:22:43|52.7|13:36:17
22.08.2023|774.05|4823|905.4|15:05:23|48.6|13:54:03
23.08.2023|780.39|6273|799.0|13:32:43|50.4|14:56:53
24.08.2023|784.38|4059|792.6|12:57:00|46.2|13:08:14
25.08.2023|787.0|2623|879.6|13:41:16|41.0|13:47:41
26.08.2023|792.6|5646|946.8|14:57:23|43.0|12:52:13
27.08.2023|796.0|3336|886.8|13:09:51|38.0|13:10:12
28.08.2023|799.2|3196|957.9|13:59:26|34.0|14:14:39
29.08.2023|801.9|2735|884.5|14:21:20|33.0|14:36:08
30.08.2023|805.7|3718|926.4|14:54:05|37.0|14:08:04
31.08.2023|809.8|4123|943.3|14:34:14|38.0|13:03:39
01.09.2023|811.1|1311|350.8|10:18:48|26.0|13:54:12
02.09.2023|815.7|4583|866.6|14:23:41|42.0|14:23:00
03.09.2023|820.3|4601|850.8|13:31:48|42.0|13:31:48
04.09.2023|826.5|6238|839.9|13:54:48|45.0|13:57:09
05.09.2023|832.8|6263|828.7|13:54:01|49.0|14:26:05
06.09.2023|838.9|6172|818.4|13:40:17|48.0|13:38:15
07.09.2023|845.1|6185|825.5|13:39:46|48.0|14:05:04
08.09.2023|851.1|5981|810.8|13:30:10|49.0|13:52:25
09.09.2023|857.0|5897|807.7|13:32:15|49.0|14:34:24
10.09.2023|862.6|5622|773.5|13:24:55|48.0|13:45:23
11.09.2023|868.1|5532|776.2|12:54:45|49.0|14:34:51
12.09.2023|872.3|4184|850.9|13:48:23|46.0|13:21:45
13.09.2023|876.1|3772|898.1|14:28:22|42.0|13:52:59
14.09.2023|880.6|4455|748.5|14:14:10|39.0|14:34:52
15.09.2023|886.4|5780|836.6|14:30:18|43.0|13:37:32
16.09.2023|891.9|5508|788.8|13:52:17|45.0|14:12:11
17.09.2023|896.7|4803|803.4|13:51:32|47.0|13:35:21
18.09.2023|899.2|2493|939.1|15:36:59|38.0|15:50:09
19.09.2023|903.5|4322|873.3|14:04:20|39.0|14:05:41
20.09.2023|907.8|4303|885.9|15:10:45|38.0|12:06:37
21.09.2023|910.1|2224|854.7|15:45:34|34.0|15:47:56
22.09.2023|913.3|3195|903.1|14:44:26|36.0|15:02:59
23.09.2023|913.8|579|497.2|09:39:16|26.0|06:05:28
24.09.2023|923.0|5610|806.4|13:44:35|40.0|14:13:04
25.09.2023|928.4|5408|816.8|14:04:02|40.0|13:47:09
26.09.2023|933.6|5242|820.3|13:27:03|41.0|14:30:49
27.09.2023|938.0|4383|816.7|13:39:11|40.0|14:30:51
28.09.2023|942.6|4555|799.1|14:03:49|42.0|14:19:42
29.09.2023|945.9|3305|820.1|20:47:13|41.0|20:47:13
30.09.2023|950.9|5029|793.5|13:44:32|62.0|13:54:19
01.10.2023|956.0|5085|797.0|13:41:35|58.0|13:38:53
02.10.2023|960.7|4667|783.7|13:35:40|58.0|13:47:29
03.10.2023|962.7|2000|808.6|13:03:24|46.0|12:50:32
04.10.2023|965.2|2570|822.0|13:02:23|40.0|14:50:24
05.10.2023|967.4|2148|592.3|16:09:03|35.0|11:52:05
06.10.2023|971.6|4181|835.7|14:23:49|54.0|14:31:54
07.10.2023|973.5|1920|804.6|15:07:19|42.0|13:48:57
08.10.2023|974.3|858|241.7|10:16:51|28.0|13:21:23
09.10.2023|975.4|1091|234.9|13:17:14|30.0|15:52:18
10.10.2023|979.5|4032|703.9|13:08:29|51.0|13:30:27
11.10.2023|983.5|4071|682.5|13:16:13|54.0|13:22:37
12.10.2023|984.7|1120|675.4|14:15:03|38.0|14:48:33
13.10.2023|986.0|1389|731.1|11:56:31|36.0|12:09:23
14.10.2023|989.1|3093|846.7|14:26:35|44.0|11:29:54
15.10.2023|991.7|2528|851.5|15:18:44|35.0|16:00:03
16.10.2023|994.4|2759|760.4|14:10:55|39.0|14:16:59
17.10.2023|997.7|3228|739.6|13:50:17|43.0|15:02:55
18.10.2023|1000.4|2740|667.1|14:48:25|34.0|15:11:05
19.10.2023|1001.3|953|770.3|13:06:54|34.0|13:11:17
20.10.2023|1002.4|650|440.8|13:28:30|27.0|13:28:50
21.10.2023|1005.0|2616|851.6|14:52:21|43.0|14:20:59
22.10.2023|1006.4|1402|747.1|12:41:19|33.0|12:45:24
23.10.2023|1008.3|1860|656.7|13:54:26|34.0|14:12:28
24.10.2023|1008.8|528|117.9|13:16:45|24.0|06:00:19
25.10.2023|1010.0|1193|690.6|10:28:24|35.0|11:27:35
26.10.2023|1010.9|851|295.9|15:27:56|26.0|15:43:08
27.10.2023|1011.8|949|775.9|14:15:12|29.0|16:07:22
28.10.2023|1012.9|1114|684.9|13:25:08|27.0|13:27:30
29.10.2023|1013.3|401|168.0|13:23:06|21.0|10:40:36
30.10.2023|1014.8|1497|712.7|11:18:56|34.0|12:02:14
31.10.2023|1016.3|1441|730.1|14:08:25|33.0|13:11:34
01.11.2023|1018.4|2107|721.3|11:48:07|40.0|12:16:32
02.11.2023|1018.5|2140|233.7|10:20:45|24.0|11:00:17
03.11.2023|1020.9|2008|687.3|13:05:18|27.0|13:12:18
04.11.2023|1021.8|908|678.2|11:59:25|28.0|12:12:37
05.11.2023|1022.9|1026|753.6|14:20:17|28.0|15:06:41
06.11.2023|1025.2|2293|715.1|12:58:12|40.0|11:38:48
07.11.2023|1026.4|1192|700.6|12:43:34|30.0|13:02:49
08.11.2023|1028.1|1714|716.9|12:36:48|34.0|12:30:44
09.11.2023|1028.6|505|234.5|12:03:22|20.0|12:10:27
10.11.2023|1029.7|1100|717.1|11:24:33|27.0|11:32:19
11.11.2023|1031.0|1256|727.4|13:23:14|26.0|11:16:11
12.11.2023|1031.4|406|213.6|10:07:03|17.0|06:00:14
13.11.2023|1031.6|218|121.5|12:23:39|15.0|12:14:33
14.11.2023|1032.2|556|206.0|12:30:08|22.0|12:32:29
15.11.2023|1033.7|1521|754.2|12:26:06|35.0|12:30:49
16.11.2023|1034.6|895|433.4|11:20:55|24.0|11:59:41
17.11.2023|1036.4|1846|605.9|13:10:40|30.0|12:06:34
18.11.2023|1036.8|335|113.1|09:58:39|16.0|06:00:06
19.11.2023|1038.1|1387|635.4|11:09:32|30.0|11:51:46
20.11.2023|1040.0|1906|703.4|11:48:03|37.0|12:32:14
21.11.2023|1040.8|764|706.2|10:24:02|25.0|10:32:29
22.11.2023|1042.6|1775|708.1|11:23:52|24.0|11:25:33
23.11.2023|1042.8|233|121.4|13:21:11|14.0|06:00:22
24.11.2023|1043.7|831|697.5|11:35:15|20.0|09:36:08
25.11.2023|1044.5|814|705.2|11:54:53|20.0|12:27:22
26.11.2023|1045.0|507|139.5|11:39:11|14.0|06:00:23
27.11.2023|1045.2|250|73.5|11:48:25|12.0|10:42:35
28.11.2023|1045.3|41|12.4|11:11:25|10.0|06:00:15
29.11.2023|1045.3|95|14.9|12:14:12|11.0|06:14:12
30.11.2023|1045.4|41|25.8|10:39:24|9.0|11:01:22
01.12.2023|1045.4|41|24.7|11:00:17|8.0|11:10:17
02.12.2023|1045.7|274|159.3|13:44:06|12.0|14:14:11
03.12.2023|1046.1|426|514.3|11:24:12|14.0|11:56:46
04.12.2023|1047.0|581|455.7|15:35:58|9.0|14:35:58
05.12.2023|1047.5|549|196.8|13:32:15|15.0|13:33:56
06.12.2023|1047.7|151|54.2|10:51:26|11.0|10:41:58
07.12.2023|1048.4|757|589.5|11:16:30|16.0|11:37:05
08.12.2023|1048.6|129|43.3|14:28:36|11.0|06:00:23
09.12.2023|1048.9|327|230.9|11:51:58|15.0|11:53:40
10.12.2023|1049.6|711|630.3|12:07:02|22.0|13:01:08
11.12.2023|1050.5|877|705.1|12:32:39|28.0|12:15:46
12.12.2023|1051.3|846|558.9|10:38:31|23.0|11:00:50
13.12.2023|1051.7|377|181.9|11:21:19|18.0|11:34:08
14.12.2023|1052.1|380|212.7|18:11:16|14.0|18:11:16
15.12.2023|1052.4|341|104.0|14:26:37|15.0|14:26:16
16.12.2023|1053.2|796|471.3|13:17:27|24.0|13:28:15
17.12.2023|1053.5|268|72.2|11:51:06|15.0|06:00:15
18.12.2023|1054.2|764|611.8|11:51:52|20.0|13:35:41
19.12.2023|1054.3|102|45.5|11:59:55|12.0|06:00:12
20.12.2023|1054.9|568|424.1|13:00:14|20.0|13:43:17
21.12.2023|1055.2|253|77.0|13:09:49|16.0|12:17:10
22.12.2023|1055.5|355|447.0|11:18:40|16.0|11:25:28
23.12.2023|1055.7|230|66.8|13:57:04|16.0|14:05:51
24.12.2023|1056.0|299|98.0|12:36:45|18.0|12:39:07
25.12.2023|1056.6|542|301.2|11:39:51|22.0|11:47:59
26.12.2023|1057.2|573|378.4|13:27:48|22.0|14:15:04
27.12.2023|1057.4|269|131.7|12:15:34|16.0|06:00:17
28.12.2023|1058.9|1465|677.2|12:33:04|29.0|13:27:26
29.12.2023|1059.2|332|141.4|10:50:42|18.0|14:18:54
30.12.2023|1060.4|1144|469.9|13:01:13|25.0|13:06:18
31.12.2023|1060.7|323|156.1|12:52:31|18.0|13:05:45
01.01.2024|1061.5|763|578.2|13:24:07|21.0|13:28:31
02.01.2024|1061.7|256|96.1|12:07:10|16.0|12:10:34
03.01.2024|1062.7|986|693.6|11:31:59|28.0|11:47:52
04.01.2024|1063.3|564|598.3|12:42:28|22.0|14:58:05
05.01.2024|1064.1|820|591.7|12:03:45|22.0|11:05:37
06.01.2024|1064.3|226|77.0|12:26:43|14.0|12:34:09
07.01.2024|1064.7|384|248.7|14:28:13|14.0|14:17:22
08.01.2024|1067.3|2596|617.7|11:56:12|25.0|12:17:52
09.01.2024|1070.0|2756|607.1|12:06:45|23.0|12:42:13
10.01.2024|1072.4|2315|539.7|12:14:01|21.0|12:51:52
11.01.2024|1074.9|2538|567.2|12:04:58|24.0|13:26:25
12.01.2024|1075.2|259|62.4|13:12:35|9.0|06:00:13
13.01.2024|1075.4|265|122.1|13:13:25|10.0|13:12:45
14.01.2024|1075.6|211|64.6|12:04:54|11.0|12:09:17
15.01.2024|1076.6|1001|703.5|11:21:19|18.0|14:13:19
16.01.2024|1077.7|1086|572.4|13:21:50|18.0|13:25:13
17.01.2024|1078.0|234|93.2|10:47:12|9.0|06:00:13
18.01.2024|1078.0|22|12.6|13:04:19|8.0|14:50:46
19.01.2024|1078.1|83|129.7|15:32:03|8.0|15:32:23
20.01.2024|1078.9|875|374.5|11:43:19|14.0|13:13:04
21.01.2024|1080.4|1486|707.0|12:23:51|22.0|12:42:08
22.01.2024|1081.1|685|179.5|11:28:43|16.0|12:35:56
23.01.2024|1082.1|1008|717.3|12:41:05|28.0|13:37:16
24.01.2024|1083.0|925|715.8|12:17:04|25.0|12:25:10
25.01.2024|1084.4|1370|495.5|11:15:56|24.0|11:14:14
26.01.2024|1085.0|629|495.6|14:46:51|23.0|15:07:09
27.01.2024|1088.3|3274|602.8|12:03:14|36.0|12:43:41
28.01.2024|1091.5|3180|607.7|11:45:31|34.0|13:29:22
29.01.2024|1094.6|3148|592.6|12:19:34|32.0|13:06:03
30.01.2024|1095.8|1137|496.5|13:32:28|19.0|13:32:08
31.01.2024|1096.1|290|70.2|13:45:12|15.0|12:40:13
01.02.2024|1099.0|2928|703.2|11:36:51|35.0|13:05:07
02.02.2024|1101.1|2118|607.8|10:31:59|30.0|13:35:39
03.02.2024|1101.9|797|652.4|12:36:15|25.0|12:43:21
04.02.2024|1102.7|769|668.3|13:45:09|26.0|13:53:57
05.02.2024|1105.1|2404|702.8|11:39:48|39.0|13:56:44
06.02.2024|1105.7|577|388.2|13:38:10|22.0|06:00:22
07.02.2024|1106.0|362|101.2|12:07:54|17.0|11:14:08
08.02.2024|1106.5|527|151.7|10:58:37|17.0|12:06:16
09.02.2024|1107.7|1175|467.2|10:01:36|26.0|11:39:58
10.02.2024|1109.4|1695|476.3|10:44:08|31.0|12:20:10
11.02.2024|1110.2|825|353.9|14:15:42|26.0|14:17:44
12.02.2024|1110.2|0|9.0|08:08:48|18.0|06:00:19
